Calf ID, Strain, Day, Replicate, Plate count, Broth Enrichment
201205, 9000WT, 16, 1, 0, 0
201205, 9000WT, 16, 2, 0, 0
201205, 9000WT, 16, 3, 0, 0
201205, 9000WT, 17, 1, 0, 0
201205, 9000WT, 17, 2, 0, 0
201205, 9000WT, 17, 3, 0, 0
201205, 9000WT, 18, 1, 0, 0
201205, 9000WT, 18, 2, 0, 0
201205, 9000WT, 18, 3, 0, 0
, , , , , 
, , , , , 
, , , , , 
401099, 9000WT, 0, 1, 0, 0
401099, 9000WT, 0, 2, 0, 0
401099, 9000WT, 0, 3, 0, 0
401099, 9000WT, 1, 1, 0, 0
401099, 9000WT, 1, 2, 0, 0
401099, 9000WT, 1, 3, 0, 0
401099, 9000WT, 2, 1, 0, 0
401099, 9000WT, 2, 2, 0, 0
401099, 9000WT, 2, 3, 0, 0
401099, 9000WT, 3, 1, 0, 10
401099, 9000WT, 3, 2, 0, 10
401099, 9000WT, 3, 3, 0, 10
401099, 9000WT, 4, 1, 0, 0
401099, 9000WT, 4, 2, 0, 0
401099, 9000WT, 4, 3, 0, 0
401099, 9000WT, 5, 1, 0, 0
401099, 9000WT, 5, 2, 0, 0
401099, 9000WT, 5, 3, 0, 0
401099, 9000WT, 6, 1, 0, 0
401099, 9000WT, 6, 2, 0, 0
401099, 9000WT, 6, 3, 0, 0
401099, 9000WT, 7, 1, 0, 0
401099, 9000WT, 7, 2, 0, 0
401099, 9000WT, 7, 3, 0, 0
401099, 9000WT, 8, 1, 0, 0
401099, 9000WT, 8, 2, 0, 0
401099, 9000WT, 8, 3, 0, 0
401099, 9000WT, 9, 1, 0, 0
401099, 9000WT, 9, 2, 0, 0
401099, 9000WT, 9, 3, 0, 0
401099, 9000WT, 10, 1, 0, 10
401099, 9000WT, 10, 2, 0, 10
401099, 9000WT, 10, 3, 0, 10
401099, 9000WT, 11, 1, 0, 0
401099, 9000WT, 11, 2, 0, 0
401099, 9000WT, 11, 3, 0, 0
401099, 9000WT, 12, 1, 0, 0
401099, 9000WT, 12, 2, 0, 0
401099, 9000WT, 12, 3, 0, 0
401099, 9000WT, 13, 1, 0, 0
401099, 9000WT, 13, 2, 0, 0
401099, 9000WT, 13, 3, 0, 0
401099, 9000WT, 15, 1, 0, 10
401099, 9000WT, 15, 2, 0, 10
401099, 9000WT, 15, 3, 0, 10
401099, 9000WT, 16, 1, 0, 0
401099, 9000WT, 16, 2, 0, 0
401099, 9000WT, 16, 3, 0, 0
401099, 9000WT, 17, 1, 0, 0
401099, 9000WT, 17, 2, 0, 0
401099, 9000WT, 17, 3, 0, 0
401099, 9000WT, 18, 1, 0, 10
401099, 9000WT, 18, 2, 0, 10
401099, 9000WT, 18, 3, 0, 10
, , , , , 
, , , , , 
, , , , , 
401207, 9000WT, 0, 1, 0, 0
401207, 9000WT, 0, 2, 0, 0
401207, 9000WT, 0, 3, 0, 0
401207, 9000WT, 1, 1, 0, 0
401207, 9000WT, 1, 2, 0, 0
401207, 9000WT, 1, 3, 0, 0
401207, 9000WT, 2, 1, 0, 10
401207, 9000WT, 2, 2, 0, 10
401207, 9000WT, 2, 3, 0, 10
401207, 9000WT, 3, 1, 100, NA
401207, 9000WT, 3, 2, 0, NA
401207, 9000WT, 3, 3, 0, NA
401207, 9000WT, 4, 1, 0, 10
401207, 9000WT, 4, 2, 0, 10
401207, 9000WT, 4, 3, 0, 10
401207, 9000WT, 5, 1, 0, 0
401207, 9000WT, 5, 2, 0, 0
401207, 9000WT, 5, 3, 0, 0
401207, 9000WT, 6, 1, 0, 0
401207, 9000WT, 6, 2, 0, 0
401207, 9000WT, 6, 3, 0, 0
401207, 9000WT, 7, 1, 0, 0
401207, 9000WT, 7, 2, 0, 0
401207, 9000WT, 7, 3, 0, 0
401207, 9000WT, 8, 1, 0, 0
401207, 9000WT, 8, 2, 0, 0
401207, 9000WT, 8, 3, 0, 0
401207, 9000WT, 9, 1, 0, 0
401207, 9000WT, 9, 2, 0, 0
401207, 9000WT, 9, 3, 0, 0
401207, 9000WT, 10, 1, 0, 0
401207, 9000WT, 10, 2, 0, 0
401207, 9000WT, 10, 3, 0, 0
401207, 9000WT, 11, 1, 0, 0
401207, 9000WT, 11, 2, 0, 0
401207, 9000WT, 11, 3, 0, 0
401207, 9000WT, 12, 1, NA, NA
401207, 9000WT, 12, 2, NA, NA
401207, 9000WT, 12, 3, NA, NA
401207, 9000WT, 13, 1, 0, 0
401207, 9000WT, 13, 2, 0, 0
401207, 9000WT, 13, 3, 0, 0
401207, 9000WT, 15, 1, 0, 0
401207, 9000WT, 15, 2, 0, 0
401207, 9000WT, 15, 3, 0, 0
401207, 9000WT, 16, 1, 0, 0
401207, 9000WT, 16, 2, 0, 0
401207, 9000WT, 16, 3, 0, 0
401207, 9000WT, 17, 1, 0, 0
401207, 9000WT, 17, 2, 0, 0
401207, 9000WT, 17, 3, 0, 0
401207, 9000WT, 18, 1, 0, 10
401207, 9000WT, 18, 2, 0, 10
401207, 9000WT, 18, 3, 0, 10
, , , , , 
, , , , , 
, , , , , 
501100, 9000WT, 0, 1, 0, 0
501100, 9000WT, 0, 2, 0, 0
501100, 9000WT, 0, 3, 0, 0
501100, 9000WT, 1, 1, 0, 0
501100, 9000WT, 1, 2, 0, 0
501100, 9000WT, 1, 3, 0, 0
501100, 9000WT, 2, 1, 0, 0
501100, 9000WT, 2, 2, 0, 0
501100, 9000WT, 2, 3, 0, 0
501100, 9000WT, 3, 1, 0, 0
501100, 9000WT, 3, 2, 0, 0
501100, 9000WT, 3, 3, 0, 0
501100, 9000WT, 4, 1, 0, 0
501100, 9000WT, 4, 2, 0, 0
501100, 9000WT, 4, 3, 0, 0
501100, 9000WT, 5, 1, 0, 0
501100, 9000WT, 5, 2, 0, 0
501100, 9000WT, 5, 3, 0, 0
501100, 9000WT, 6, 1, 0, 0
501100, 9000WT, 6, 2, 0, 0
501100, 9000WT, 6, 3, 0, 0
501100, 9000WT, 7, 1, 0, 0
501100, 9000WT, 7, 2, 0, 0
501100, 9000WT, 7, 3, 0, 0
501100, 9000WT, 8, 1, 0, 0
501100, 9000WT, 8, 2, 0, 0
501100, 9000WT, 8, 3, 0, 0
501100, 9000WT, 9, 1, 0, 0
501100, 9000WT, 9, 2, 0, 0
501100, 9000WT, 9, 3, 0, 0
501100, 9000WT, 10, 1, 0, 0
501100, 9000WT, 10, 2, 0, 0
501100, 9000WT, 10, 3, 0, 0
501100, 9000WT, 11, 1, 0, 0
501100, 9000WT, 11, 2, 0, 0
501100, 9000WT, 11, 3, 0, 0
501100, 9000WT, 12, 1, NA, NA
501100, 9000WT, 12, 2, NA, NA
501100, 9000WT, 12, 3, NA, NA
501100, 9000WT, 13, 1, 0, 0
501100, 9000WT, 13, 2, 0, 0
501100, 9000WT, 13, 3, 0, 0
501100, 9000WT, 15, 1, 0, 0
501100, 9000WT, 15, 2, 0, 0
501100, 9000WT, 15, 3, 0, 0
501100, 9000WT, 16, 1, 0, 0
501100, 9000WT, 16, 2, 0, 0
501100, 9000WT, 16, 3, 0, 0
501100, 9000WT, 17, 1, 0, 0
501100, 9000WT, 17, 2, 0, 0
501100, 9000WT, 17, 3, 0, 0
501100, 9000WT, 18, 1, 0, 0
501100, 9000WT, 18, 2, 0, 0
501100, 9000WT, 18, 3, 0, 0
, , , , , 
, , , , , 
, , , , , 
603477, 9000WT, 0, 1, 0, 0
603477, 9000WT, 0, 2, 0, 0
603477, 9000WT, 0, 3, 0, 0
603477, 9000WT, 1, 1, 0, 0
603477, 9000WT, 1, 2, 0, 0
603477, 9000WT, 1, 3, 0, 0
603477, 9000WT, 2, 1, 0, 0
603477, 9000WT, 2, 2, 0, 0
603477, 9000WT, 2, 3, 0, 0
603477, 9000WT, 3, 1, 0, 10
603477, 9000WT, 3, 2, 0, 10
603477, 9000WT, 3, 3, 0, 10
603477, 9000WT, 4, 1, 0, 10
603477, 9000WT, 4, 2, 0, 10
603477, 9000WT, 4, 3, 0, 10
603477, 9000WT, 5, 1, 0, 0
603477, 9000WT, 5, 2, 0, 0
603477, 9000WT, 5, 3, 0, 0
603477, 9000WT, 6, 1, 0, 0
603477, 9000WT, 6, 2, 0, 0
603477, 9000WT, 6, 3, 0, 0
603477, 9000WT, 7, 1, 0, 0
603477, 9000WT, 7, 2, 0, 0
603477, 9000WT, 7, 3, 0, 0
603477, 9000WT, 8, 1, 0, 0
603477, 9000WT, 8, 2, 0, 0
603477, 9000WT, 8, 3, 0, 0
603477, 9000WT, 9, 1, 0, 0
603477, 9000WT, 9, 2, 0, 0
603477, 9000WT, 9, 3, 0, 0
603477, 9000WT, 10, 1, 0, 0
603477, 9000WT, 10, 2, 0, 0
603477, 9000WT, 10, 3, 0, 0
603477, 9000WT, 11, 1, 0, 0
603477, 9000WT, 11, 2, 0, 0
603477, 9000WT, 11, 3, 0, 0
603477, 9000WT, 12, 1, NA, NA
603477, 9000WT, 12, 2, NA, NA
603477, 9000WT, 12, 3, NA, NA
603477, 9000WT, 13, 1, 0, 0
603477, 9000WT, 13, 2, 0, 0
603477, 9000WT, 13, 3, 0, 0
603477, 9000WT, 15, 1, 0, 0
603477, 9000WT, 15, 2, 0, 0
603477, 9000WT, 15, 3, 0, 0
603477, 9000WT, 16, 1, 0, 0
603477, 9000WT, 16, 2, 0, 0
603477, 9000WT, 16, 3, 0, 0
603477, 9000WT, 17, 1, 0, 0
603477, 9000WT, 17, 2, 0, 0
603477, 9000WT, 17, 3, 0, 0
603477, 9000WT, 18, 1, 0, 0
603477, 9000WT, 18, 2, 0, 0
603477, 9000WT, 18, 3, 0, 0
, , , , , 
, , , , , 
, , , , , 
103351, 9000WT, 0, 1, 0, 0
103351, 9000WT, 0, 2, 0, 0
103351, 9000WT, 0, 3, 0, 0
103351, 9000WT, 1, 1, 0, 0
103351, 9000WT, 1, 2, 0, 0
103351, 9000WT, 1, 3, 0, 0
103351, 9000WT, 2, 1, 0, 0
103351, 9000WT, 2, 2, 0, 0
103351, 9000WT, 2, 3, 0, 0
103351, 9000WT, 3, 1, 0, 0
103351, 9000WT, 3, 2, 0, 0
103351, 9000WT, 3, 3, 0, 0
103351, 9000WT, 4, 1, 0, 10
103351, 9000WT, 4, 2, 0, 10
103351, 9000WT, 4, 3, 0, 10
103351, 9000WT, 5, 1, 0, 0
103351, 9000WT, 5, 2, 0, 0
103351, 9000WT, 5, 3, 0, 0
103351, 9000WT, 6, 1, 0, 10
103351, 9000WT, 6, 2, 0, 10
103351, 9000WT, 6, 3, 0, 10
103351, 9000WT, 7, 1, 0, 0
103351, 9000WT, 7, 2, 0, 0
103351, 9000WT, 7, 3, 0, 0
103351, 9000WT, 8, 1, 0, 0
103351, 9000WT, 8, 2, 0, 0
103351, 9000WT, 8, 3, 0, 0
103351, 9000WT, 9, 1, 0, 10
103351, 9000WT, 9, 2, 0, 10
103351, 9000WT, 9, 3, 0, 10
103351, 9000WT, 10, 1, 0, 0
103351, 9000WT, 10, 2, 0, 0
103351, 9000WT, 10, 3, 0, 0
103351, 9000WT, 11, 1, 0, 0
103351, 9000WT, 11, 2, 0, 0
103351, 9000WT, 11, 3, 0, 0
103351, 9000WT, 12, 1, NA, NA
103351, 9000WT, 12, 2, NA, NA
103351, 9000WT, 12, 3, NA, NA
103351, 9000WT, 13, 1, 0, 0
103351, 9000WT, 13, 2, 0, 0
103351, 9000WT, 13, 3, 0, 0
103351, 9000WT, 15, 1, 0, 10
103351, 9000WT, 15, 2, 0, 10
103351, 9000WT, 15, 3, 0, 10
103351, 9000WT, 16, 1, 0, 0
103351, 9000WT, 16, 2, 0, 0
103351, 9000WT, 16, 3, 0, 0
103351, 9000WT, 17, 1, 0, 0
103351, 9000WT, 17, 2, 0, 0
103351, 9000WT, 17, 3, 0, 0
103351, 9000WT, 18, 1, 0, 0
103351, 9000WT, 18, 2, 0, 0
103351, 9000WT, 18, 3, 0, 0
, , , , , 
, , , , , 
, , , , , 
503355, 9000WT, 0, 1, 0, 0
503355, 9000WT, 0, 2, 0, 0
503355, 9000WT, 0, 3, 0, 0
503355, 9000WT, 1, 1, 0, 0
503355, 9000WT, 1, 2, 0, 0
503355, 9000WT, 1, 3, 0, 0
503355, 9000WT, 2, 1, 0, 10
503355, 9000WT, 2, 2, 0, 10
503355, 9000WT, 2, 3, 0, 10
503355, 9000WT, 3, 1, 100, NA
503355, 9000WT, 3, 2, 0, NA
503355, 9000WT, 3, 3, 0, NA
503355, 9000WT, 4, 1, 0, 0
503355, 9000WT, 4, 2, 0, 0
503355, 9000WT, 4, 3, 0, 0
503355, 9000WT, 5, 1, 0, 0
503355, 9000WT, 5, 2, 0, 0
503355, 9000WT, 5, 3, 0, 0
503355, 9000WT, 6, 1, 0, 0
503355, 9000WT, 6, 2, 0, 0
503355, 9000WT, 6, 3, 0, 0
503355, 9000WT, 7, 1, 0, 0
503355, 9000WT, 7, 2, 0, 0
503355, 9000WT, 7, 3, 0, 0
503355, 9000WT, 8, 1, 0, 0
503355, 9000WT, 8, 2, 0, 0
503355, 9000WT, 8, 3, 0, 0
503355, 9000WT, 9, 1, 0, 0
503355, 9000WT, 9, 2, 0, 0
503355, 9000WT, 9, 3, 0, 0
503355, 9000WT, 10, 1, 0, 0
503355, 9000WT, 10, 2, 0, 0
503355, 9000WT, 10, 3, 0, 0
503355, 9000WT, 11, 1, 0, 0
503355, 9000WT, 11, 2, 0, 0
503355, 9000WT, 11, 3, 0, 0
503355, 9000WT, 12, 1, NA, NA
503355, 9000WT, 12, 2, NA, NA
503355, 9000WT, 12, 3, NA, NA
503355, 9000WT, 13, 1, 0, 0
503355, 9000WT, 13, 2, 0, 0
503355, 9000WT, 13, 3, 0, 0
503355, 9000WT, 15, 1, 0, 0
503355, 9000WT, 15, 2, 0, 0
503355, 9000WT, 15, 3, 0, 0
503355, 9000WT, 16, 1, 0, 0
503355, 9000WT, 16, 2, 0, 0
503355, 9000WT, 16, 3, 0, 0
503355, 9000WT, 17, 1, 0, 0
503355, 9000WT, 17, 2, 0, 0
503355, 9000WT, 17, 3, 0, 0
503355, 9000WT, 17, 1, 0, 0
503355, 9000WT, 17, 2, 0, 0
503355, 9000WT, 17, 3, 0, 0
, , , , , 
, , , , , 
, , , , , 
103521, 10671, 0, 1, 0, 0
103521, 10671, 0, 2, 0, 0
103521, 10671, 0, 3, 0, 0
103521, 10671, 1, 1, 0, 0
103521, 10671, 1, 2, 0, 0
103521, 10671, 1, 3, 0, 0
103521, 10671, 2, 1, 0, 0
103521, 10671, 2, 2, 0, 0
103521, 10671, 2, 3, 0, 0
103521, 10671, 3, 1, 0, 0
103521, 10671, 3, 2, 0, 0
103521, 10671, 3, 3, 0, 0
103521, 10671, 4, 1, 0, 0
103521, 10671, 4, 2, 0, 0
103521, 10671, 4, 3, 0, 0
103521, 10671, 5, 1, 0, 0
103521, 10671, 5, 2, 0, 0
103521, 10671, 5, 3, 0, 0
103521, 10671, 6, 1, 0, 0
103521, 10671, 6, 2, 0, 0
103521, 10671, 6, 3, 0, 0
103521, 10671, 7, 1, 0, 0
103521, 10671, 7, 2, 0, 0
103521, 10671, 7, 3, 0, 0
103521, 10671, 8, 1, 0, 0
103521, 10671, 8, 2, 0, 0
103521, 10671, 8, 3, 0, 0
103521, 10671, 9, 1, 0, 0
103521, 10671, 9, 2, 0, 0
103521, 10671, 9, 3, 0, 0
103521, 10671, 10, 1, 0, 0
103521, 10671, 10, 2, 0, 0
103521, 10671, 10, 3, 0, 0
103521, 10671, 11, 1, 0, 0
103521, 10671, 11, 2, 0, 0
103521, 10671, 11, 3, 0, 0
103521, 10671, 12, 1, 0, 0
103521, 10671, 12, 2, 0, 0
103521, 10671, 12, 3, 0, 0
103521, 10671, 13, 1, 0, 0
103521, 10671, 13, 2, 0, 0
103521, 10671, 13, 3, 0, 0
103521, 10671, 15, 1, 0, 0
103521, 10671, 15, 2, 0, 0
103521, 10671, 15, 3, 0, 0
103521, 10671, 16, 1, 0, 0
103521, 10671, 16, 2, 0, 0
103521, 10671, 16, 3, 0, 0
103521, 10671, 17, 1, 0, 0
103521, 10671, 17, 2, 0, 0
103521, 10671, 17, 3, 0, 0
103521, 10671, 18, 1, 0, 0
103521, 10671, 18, 2, 0, 0
103521, 10671, 18, 3, 0, 0
, , , , , 
, , , , , 
, , , , , 
303523, 10671, 0, 1, 0, 0
303523, 10671, 0, 2, 0, 0
303523, 10671, 0, 3, 0, 0
303523, 10671, 1, 1, 0, 0
303523, 10671, 1, 2, 0, 0
303523, 10671, 1, 3, 0, 0
303523, 10671, 2, 1, 0, 0
303523, 10671, 2, 2, 0, 0
303523, 10671, 2, 3, 0, 0
303523, 10671, 3, 1, 0, 0
303523, 10671, 3, 2, 0, 0
303523, 10671, 3, 3, 0, 0
303523, 10671, 4, 1, 0, 0
303523, 10671, 4, 2, 0, 0
303523, 10671, 4, 3, 0, 0
303523, 10671, 5, 1, 0, 0
303523, 10671, 5, 2, 0, 0
303523, 10671, 5, 3, 0, 0
303523, 10671, 6, 1, 0, 0
303523, 10671, 6, 2, 0, 0
303523, 10671, 6, 3, 0, 0
303523, 10671, 7, 1, 0, 0
303523, 10671, 7, 2, 0, 0
303523, 10671, 7, 3, 0, 0
303523, 10671, 8, 1, 0, 0
303523, 10671, 8, 2, 0, 0
303523, 10671, 8, 3, 0, 0
303523, 10671, 9, 1, 0, 0
303523, 10671, 9, 2, 0, 0
303523, 10671, 9, 3, 0, 0
303523, 10671, 10, 1, 0, 0
303523, 10671, 10, 2, 0, 0
303523, 10671, 10, 3, 0, 0
303523, 10671, 11, 1, 0, 0
303523, 10671, 11, 2, 0, 0
303523, 10671, 11, 3, 0, 0
303523, 10671, 12, 1, 0, 0
303523, 10671, 12, 2, 0, 0
303523, 10671, 12, 3, 0, 0
303523, 10671, 13, 1, 0, 0
303523, 10671, 13, 2, 0, 0
303523, 10671, 13, 3, 0, 0
303523, 10671, 15, 1, 0, 0
303523, 10671, 15, 2, 0, 0
303523, 10671, 15, 3, 0, 0
303523, 10671, 16, 1, 0, 0
303523, 10671, 16, 2, 0, 0
303523, 10671, 16, 3, 0, 0
303523, 10671, 17, 1, 0, 0
303523, 10671, 17, 2, 0, 0
303523, 10671, 17, 3, 0, 0
303523, 10671, 18, 1, 0, 0
303523, 10671, 18, 2, 0, 0
303523, 10671, 18, 3, 0, 0
, , , , , 
, , , , , 
, , , , , 
503518, 10671, 0, 1, 0, 0
503518, 10671, 0, 2, 0, 0
503518, 10671, 0, 3, 0, 0
503518, 10671, 1, 1, 0, 0
503518, 10671, 1, 2, 0, 0
503518, 10671, 1, 3, 0, 0
503518, 10671, 2, 1, 0, 0
503518, 10671, 2, 2, 0, 0
503518, 10671, 2, 3, 0, 0
503518, 10671, 3, 1, 0, 0
503518, 10671, 3, 2, 0, 0
503518, 10671, 3, 3, 0, 0
503518, 10671, 4, 1, 0, 0
503518, 10671, 4, 2, 0, 0
