Calf_ID, Strain, Day, Replicate, Plate_count, Broth_Enrichment
b23, B, 12, 1, 0, 0
b23, B, 12, 2, 0, 0
b23, B, 12, 3, 0, 0
b23, B, 13, 1, 0, 0
b23, B, 13, 2, 0, 0
b23, B, 13, 3, 0, 0
b23, B, 15, 1, 0, 0
b23, B, 15, 2, 0, 0
b23, B, 15, 3, 0, 0
b23, B, 16, 1, 0, 0
b23, B, 16, 2, 0, 0
b23, B, 16, 3, 0, 0
b23, B, 17, 1, 0, 0
b23, B, 17, 2, 0, 0
b23, B, 17, 3, 0, 0
b23, B, 18, 1, 0, 0
b23, B, 18, 2, 0, 0
b23, B, 18, 3, 0, 0
b24, B, 0, 1, 0, 0
b24, B, 0, 2, 0, 0
b24, B, 0, 3, 0, 0
b24, B, 1, 1, 0, 0
b24, B, 1, 2, 0, 0
b24, B, 1, 3, 0, 0
b24, B, 2, 1, 0, 0
b24, B, 2, 2, 0, 0
b24, B, 2, 3, 0, 0
b24, B, 3, 1, 0, 0
b24, B, 3, 2, 0, 0
b24, B, 3, 3, 0, 0
b24, B, 4, 1, 0, 0
b24, B, 4, 2, 0, 0
b24, B, 4, 3, 0, 0
b24, B, 5, 1, 0, 0
b24, B, 5, 2, 0, 0
b24, B, 5, 3, 0, 0
b24, B, 6, 1, 0, 0
b24, B, 6, 2, 0, 0
b24, B, 6, 3, 0, 0
b24, B, 7, 1, 0, 0
b24, B, 7, 2, 0, 0
b24, B, 7, 3, 0, 0
b24, B, 8, 1, 0, 0
b24, B, 8, 2, 0, 0
b24, B, 8, 3, 0, 0
b24, B, 9, 1, 0, 0
b24, B, 9, 2, 0, 0
b24, B, 9, 3, 0, 0
b24, B, 10, 1, 0, 0
b24, B, 10, 2, 0, 0
b24, B, 10, 3, 0, 0
b24, B, 11, 1, 0, 0
b24, B, 11, 2, 0, 0
b24, B, 11, 3, 0, 0
b24, B, 12, 1, 0, 0
b24, B, 12, 2, 0, 0
b24, B, 12, 3, 0, 0
b24, B, 13, 1, 0, 0
b24, B, 13, 2, 0, 0
b24, B, 13, 3, 0, 0
b24, B, 15, 1, 0, 0
b24, B, 15, 2, 0, 0
b24, B, 15, 3, 0, 0
b24, B, 16, 1, 0, 0
b24, B, 16, 2, 0, 0
b24, B, 16, 3, 0, 0
b24, B, 17, 1, 0, 0
b24, B, 17, 2, 0, 0
b24, B, 17, 3, 0, 0
b24, B, 18, 1, 0, 0
b24, B, 18, 2, 0, 0
b24, B, 18, 3, 0, 0
b25, B, 0, 1, 0, 0
b25, B, 0, 2, 0, 0
b25, B, 0, 3, 0, 0
b25, B, 1, 1, 0, 0
b25, B, 1, 2, 0, 0
b25, B, 1, 3, 0, 0
b25, B, 2, 1, 0, 0
b25, B, 2, 2, 0, 0
b25, B, 2, 3, 0, 0
b25, B, 3, 1, 0, 0
b25, B, 3, 2, 0, 0
b25, B, 3, 3, 0, 0
b25, B, 4, 1, 0, 0
b25, B, 4, 2, 0, 0
b25, B, 4, 3, 0, 0
b25, B, 5, 1, 0, 0
b25, B, 5, 2, 0, 0
b25, B, 5, 3, 0, 0
b25, B, 6, 1, 0, 0
b25, B, 6, 2, 0, 0
b25, B, 6, 3, 0, 0
b25, B, 7, 1, 0, 0
b25, B, 7, 2, 0, 0
b25, B, 7, 3, 0, 0
b25, B, 8, 1, 0, 0
b25, B, 8, 2, 0, 0
b25, B, 8, 3, 0, 0
b25, B, 9, 1, 0, 0
b25, B, 9, 2, 0, 0
b25, B, 9, 3, 0, 0
b25, B, 10, 1, 0, 0
b25, B, 10, 2, 0, 0
b25, B, 10, 3, 0, 0
b25, B, 11, 1, 0, 0
b25, B, 11, 2, 0, 0
b25, B, 11, 3, 0, 0
b25, B, 12, 1, 0, 0
b25, B, 12, 2, 0, 0
b25, B, 12, 3, 0, 0
b25, B, 13, 1, 0, 0
b25, B, 13, 2, 0, 0
b25, B, 13, 3, 0, 0
b25, B, 15, 1, 0, 0
b25, B, 15, 2, 0, 0
b25, B, 15, 3, 0, 0
b25, B, 16, 1, 0, 0
b25, B, 16, 2, 0, 0
b25, B, 16, 3, 0, 0
b25, B, 17, 1, 0, 0
b25, B, 17, 2, 0, 0
b25, B, 17, 3, 0, 0
b25, B, 18, 1, 0, 0
b25, B, 18, 2, 0, 0
b25, B, 18, 3, 0, 0
EnvB2, B, 0, 1, 0, NA
EnvB2, B, 0, 2, 0, NA
EnvB2, B, 0, 3, 0, NA
EnvB2, B, 1, 1, 300, NA
EnvB2, B, 1, 2, 600, NA
EnvB2, B, 1, 3, 100, NA
EnvB2, B, 2, 1, 10000, NA
EnvB2, B, 2, 2, 12000, NA
EnvB2, B, 2, 3, 10000, NA
EnvB2, B, 3, 1, 20000, NA
EnvB2, B, 3, 2, 10000, NA
EnvB2, B, 3, 3, 8000, NA
EnvB2, B, 4, 1, 400, NA
EnvB2, B, 4, 2, 400, NA
EnvB2, B, 4, 3, 0, NA
EnvB2, B, 5, 1, 600, NA
EnvB2, B, 5, 2, 100, NA
EnvB2, B, 5, 3, 600, NA
EnvB2, B, 6, 1, 400, NA
EnvB2, B, 6, 2, 400, NA
EnvB2, B, 6, 3, 200, NA
EnvB2, B, 7, 1, 900, NA
EnvB2, B, 7, 2, 200, NA
EnvB2, B, 7, 3, 0, NA
EnvB2, B, 8, 1, 300, NA
EnvB2, B, 8, 2, 300, NA
EnvB2, B, 8, 3, 0, NA
EnvB2, B, 9, 1, 100, NA
EnvB2, B, 9, 2, 0, NA
EnvB2, B, 9, 3, 0, NA
EnvB2, B, 10, 1, 0, 0
EnvB2, B, 10, 2, 0, 0
EnvB2, B, 10, 3, 0, 0
EnvB2, B, 11, 1, 0, 0
EnvB2, B, 11, 2, 0, 0
EnvB2, B, 11, 3, 0, 0
EnvB2, B, 12, 1, 0, 0
EnvB2, B, 12, 2, 0, 0
EnvB2, B, 12, 3, 0, 0
EnvB2, B, 13, 1, 0, 0
EnvB2, B, 13, 2, 0, 0
EnvB2, B, 13, 3, 0, 0
EnvB2, B, 15, 1, 0, 0
EnvB2, B, 15, 2, 0, 0
EnvB2, B, 15, 3, 0, 0
EnvB2, B, 16, 1, 0, 0
EnvB2, B, 16, 2, 0, 0
EnvB2, B, 16, 3, 0, 0
EnvB2, B, 17, 1, 0, 0
EnvB2, B, 17, 2, 0, 0
EnvB2, B, 17, 3, 0, 0
EnvB2, B, 18, 1, 0, 0
EnvB2, B, 18, 2, 0, 0
EnvB2, B, 18, 3, 0, 0
b31, B, 0, 1, 0, 0
b31, B, 0, 2, 0, 0
b31, B, 0, 3, 0, 0
b31, B, 1, 1, 0, 0
b31, B, 1, 2, 0, 0
b31, B, 1, 3, 0, 0
b31, B, 2, 1, 0, 0
b31, B, 2, 2, 0, 0
b31, B, 2, 3, 0, 0
b31, B, 3, 1, 0, 0
b31, B, 3, 2, 0, 0
b31, B, 3, 3, 0, 0
b31, B, 4, 1, 0, 0
b31, B, 4, 2, 0, 0
b31, B, 4, 3, 0, 0
b31, B, 5, 1, 0, 0
b31, B, 5, 2, 0, 0
b31, B, 5, 3, 0, 0
b31, B, 6, 1, 0, 0
b31, B, 6, 2, 0, 0
b31, B, 6, 3, 0, 0
b31, B, 7, 1, 0, 0
b31, B, 7, 2, 0, 0
b31, B, 7, 3, 0, 0
b31, B, 8, 1, 0, 0
b31, B, 8, 2, 0, 0
b31, B, 8, 3, 0, 0
b31, B, 9, 1, 0, 0
b31, B, 9, 2, 0, 0
b31, B, 9, 3, 0, 0
b31, B, 10, 1, 0, 0
b31, B, 10, 2, 0, 0
b31, B, 10, 3, 0, 0
b31, B, 11, 1, 0, 0
b31, B, 11, 2, 0, 0
b31, B, 11, 3, 0, 0
b31, B, 12, 1, 0, 0
b31, B, 12, 2, 0, 0
b31, B, 12, 3, 0, 0
b31, B, 13, 1, 0, 0
b31, B, 13, 2, 0, 0
b31, B, 13, 3, 0, 0
b31, B, 15, 1, 0, 0
b31, B, 15, 2, 0, 0
b31, B, 15, 3, 0, 0
b31, B, 16, 1, 0, 0
b31, B, 16, 2, 0, 0
b31, B, 16, 3, 0, 0
b31, B, 17, 1, 0, 0
b31, B, 17, 2, 0, 0
b31, B, 17, 3, 0, 0
b31, B, 18, 1, 0, 0
b31, B, 18, 2, 0, 0
b31, B, 18, 3, 0, 0 
b32, B, 0, 1, 0, 0
b32, B, 0, 2, 0, 0
b32, B, 0, 3, 0, 0
b32, B, 1, 1, 0, 0
b32, B, 1, 2, 0, 0
b32, B, 1, 3, 0, 0
b32, B, 2, 1, 0, 0
b32, B, 2, 2, 0, 0
b32, B, 2, 3, 0, 0
b32, B, 3, 1, 0, 0
b32, B, 3, 2, 0, 0
b32, B, 3, 3, 0, 0
b32, B, 4, 1, 0, 0
b32, B, 4, 2, 0, 0
b32, B, 4, 3, 0, 0
b32, B, 5, 1, 0, 0
b32, B, 5, 2, 0, 0
b32, B, 5, 3, 0, 0
b32, B, 6, 1, 0, 0
b32, B, 6, 2, 0, 0
b32, B, 6, 3, 0, 0
b32, B, 7, 1, 0, 0
b32, B, 7, 2, 0, 0
b32, B, 7, 3, 0, 0
b32, B, 8, 1, 0, 0
b32, B, 8, 2, 0, 0
b32, B, 8, 3, 0, 0
b32, B, 9, 1, 0, 0
b32, B, 9, 2, 0, 0
b32, B, 9, 3, 0, 0
b32, B, 10, 1, 0, 0
b32, B, 10, 2, 0, 0
b32, B, 10, 3, 0, 0
b32, B, 11, 1, 0, 0
b32, B, 11, 2, 0, 0
b32, B, 11, 3, 0, 0
b32, B, 12, 1, 0, 0
b32, B, 12, 2, 0, 0
b32, B, 12, 3, 0, 0
b32, B, 13, 1, 0, 0
b32, B, 13, 2, 0, 0
b32, B, 13, 3, 0, 0
b32, B, 15, 1, 0, 0
b32, B, 15, 2, 0, 0
b32, B, 15, 3, 0, 0
b32, B, 16, 1, 0, 0
b32, B, 16, 2, 0, 0
b32, B, 16, 3, 0, 0
b32, B, 17, 1, 0, 0
b32, B, 17, 2, 0, 0
b32, B, 17, 3, 0, 0
b32, B, 18, 1, 0, 0
b32, B, 18, 2, 0, 0
b32, B, 18, 3, 0, 0
b33, B, 0, 1, 0, 0
b33, B, 0, 2, 0, 0
b33, B, 0, 3, 0, 0
b33, B, 1, 1, 0, 0
b33, B, 1, 2, 0, 0
b33, B, 1, 3, 0, 0
b33, B, 2, 1, 0, 0
b33, B, 2, 2, 0, 0
b33, B, 2, 3, 0, 0
b33, B, 3, 1, 0, 0
b33, B, 3, 2, 0, 0
b33, B, 3, 3, 0, 0
b33, B, 4, 1, 0, 0
b33, B, 4, 2, 0, 0
b33, B, 4, 3, 0, 0
b33, B, 5, 1, 0, 0
b33, B, 5, 2, 0, 0
b33, B, 5, 3, 0, 0
b33, B, 6, 1, 0, 0
b33, B, 6, 2, 0, 0
b33, B, 6, 3, 0, 0
b33, B, 7, 1, 0, 0
b33, B, 7, 2, 0, 0
b33, B, 7, 3, 0, 0
b33, B, 8, 1, 0, 0
b33, B, 8, 2, 0, 0
b33, B, 8, 3, 0, 0
b33, B, 9, 1, 0, 0
b33, B, 9, 2, 0, 0
b33, B, 9, 3, 0, 0
b33, B, 10, 1, 0, 0
b33, B, 10, 2, 0, 0
b33, B, 10, 3, 0, 0
b33, B, 11, 1, 0, 0
b33, B, 11, 2, 0, 0
b33, B, 11, 3, 0, 0
b33, B, 12, 1, 0, 0
b33, B, 12, 2, 0, 0
b33, B, 12, 3, 0, 0
b33, B, 13, 1, 0, 0
b33, B, 13, 2, 0, 0
b33, B, 13, 3, 0, 0
b33, B, 15, 1, 0, 0
b33, B, 15, 2, 0, 0
b33, B, 15, 3, 0, 0
b33, B, 16, 1, 0, 0
b33, B, 16, 2, 0, 0
b33, B, 16, 3, 0, 0
b33, B, 17, 1, 0, 0
b33, B, 17, 2, 0, 0
b33, B, 17, 3, 0, 0
b33, B, 18, 1, 0, 0
b33, B, 18, 2, 0, 0
b33, B, 18, 3, 0, 0
b34, B, 0, 1, 0, 0
b34, B, 0, 2, 0, 0
b34, B, 0, 3, 0, 0
b34, B, 1, 1, 0, 0
b34, B, 1, 2, 0, 0
b34, B, 1, 3, 0, 0
b34, B, 2, 1, 0, 0
b34, B, 2, 2, 0, 0
b34, B, 2, 3, 0, 0
b34, B, 3, 1, 0, 0
b34, B, 3, 2, 0, 0
b34, B, 3, 3, 0, 0
b34, B, 4, 1, 0, 0
b34, B, 4, 2, 0, 0
b34, B, 4, 3, 0, 0
b34, B, 5, 1, 0, 0
b34, B, 5, 2, 0, 0
b34, B, 5, 3, 0, 0
b34, B, 6, 1, 0, 0
b34, B, 6, 2, 0, 0
b34, B, 6, 3, 0, 0
b34, B, 7, 1, 0, 0
b34, B, 7, 2, 0, 0
b34, B, 7, 3, 0, 0
b34, B, 8, 1, 0, 0
b34, B, 8, 2, 0, 0
b34, B, 8, 3, 0, 0
b34, B, 9, 1, 0, 0
b34, B, 9, 2, 0, 0
b34, B, 9, 3, 0, 0
b34, B, 10, 1, 0, 0
b34, B, 10, 2, 0, 0
b34, B, 10, 3, 0, 0
b34, B, 11, 1, 0, 0
b34, B, 11, 2, 0, 0
b34, B, 11, 3, 0, 0
b34, B, 12, 1, 0, 0
b34, B, 12, 2, 0, 0
b34, B, 12, 3, 0, 0
b34, B, 13, 1, 0, 0
b34, B, 13, 2, 0, 0
b34, B, 13, 3, 0, 0
b34, B, 15, 1, 0, 0
b34, B, 15, 2, 0, 0
b34, B, 15, 3, 0, 0
b34, B, 16, 1, 0, 0
b34, B, 16, 2, 0, 0
b34, B, 16, 3, 0, 0
b34, B, 17, 1, 0, 0
b34, B, 17, 2, 0, 0
b34, B, 17, 3, 0, 0
b34, B, 18, 1, 0, 0
b34, B, 18, 2, 0, 0
b34, B, 18, 3, 0, 0
b35, B, 0, 1, 0, 0
b35, B, 0, 2, 0, 0
b35, B, 0, 3, 0, 0
b35, B, 1, 1, 0, 0
b35, B, 1, 2, 0, 0
b35, B, 1, 3, 0, 0
b35, B, 2, 1, 0, 0
b35, B, 2, 2, 0, 0
b35, B, 2, 3, 0, 0
b35, B, 3, 1, 0, 0
b35, B, 3, 2, 0, 0
b35, B, 3, 3, 0, 0
b35, B, 4, 1, 0, 0
b35, B, 4, 2, 0, 0
b35, B, 4, 3, 0, 0
b35, B, 5, 1, 0, 0
b35, B, 5, 2, 0, 0
b35, B, 5, 3, 0, 0
b35, B, 6, 1, 0, 0
b35, B, 6, 2, 0, 0
b35, B, 6, 3, 0, 0
b35, B, 7, 1, 0, 0
b35, B, 7, 2, 0, 0
b35, B, 7, 3, 0, 0
b35, B, 8, 1, 0, 0
b35, B, 8, 2, 0, 0
b35, B, 8, 3, 0, 0
b35, B, 9, 1, 0, 0
b35, B, 9, 2, 0, 0
b35, B, 9, 3, 0, 0
b35, B, 10, 1, 0, 0
b35, B, 10, 2, 0, 0
b35, B, 10, 3, 0, 0
b35, B, 11, 1, 0, 0
b35, B, 11, 2, 0, 0
b35, B, 11, 3, 0, 0
b35, B, 12, 1, 0, 0
b35, B, 12, 2, 0, 0
b35, B, 12, 3, 0, 0
b35, B, 13, 1, 0, 0
b35, B, 13, 2, 0, 0
b35, B, 13, 3, 0, 0
b35, B, 15, 1, 0, 0
b35, B, 15, 2, 0, 0
b35, B, 15, 3, 0, 0
b35, B, 16, 1, 0, 0
b35, B, 16, 2, 0, 0
b35, B, 16, 3, 0, 0
b35, B, 17, 1, 0, 0
b35, B, 17, 2, 0, 0
b35, B, 17, 3, 0, 0
b35, B, 18, 1, 0, 0
b35, B, 18, 2, 0, 0
b35, B, 18, 3, 0, 0
EnvB3, B, 0, 1, 0, NA
EnvB3, B, 0, 2, 0, NA
EnvB3, B, 0, 3, 0, NA
EnvB3, B, 1, 1, 3000, NA
EnvB3, B, 1, 2, 4000, NA
EnvB3, B, 1, 3, 6000, NA
EnvB3, B, 2, 1, 1000, NA
EnvB3, B, 2, 2, 4000, NA
EnvB3, B, 2, 3, 1000, NA
EnvB3, B, 3, 1, 3000, NA
EnvB3, B, 3, 2, 0, NA
EnvB3, B, 3, 3, 0, NA
EnvB3, B, 4, 1, 100, NA
EnvB3, B, 4, 2, 0, NA
EnvB3, B, 4, 3, 0, NA
EnvB3, B, 5, 1, 200, NA
EnvB3, B, 5, 2, 0, NA
EnvB3, B, 5, 3, 0, NA
EnvB3, B, 6, 1, 100, NA
EnvB3, B, 6, 2, 0, NA
EnvB3, B, 6, 3, 0, NA
EnvB3, B, 7, 1, 100, NA
EnvB3, B, 7, 2, 200, NA
EnvB3, B, 7, 3, 100, NA
EnvB3, B, 8, 1, 100, NA
EnvB3, B, 8, 2, 0, NA
EnvB3, B, 8, 3, 0, NA
EnvB3, B, 9, 1, 0, 0
EnvB3, B, 9, 2, 0, 0
EnvB3, B, 9, 3, 0, 0
EnvB3, B, 10, 1, 0, 0
EnvB3, B, 10, 2, 0, 0
EnvB3, B, 10, 3, 0, 0
EnvB3, B, 11, 1, 0, 0
EnvB3, B, 11, 2, 0, 0
EnvB3, B, 11, 3, 0, 0
EnvB3, B, 12, 1, 0, 0
EnvB3, B, 12, 2, 0, 0
EnvB3, B, 12, 3, 0, 0
EnvB3, B, 13, 1, 0, 0
EnvB3, B, 13, 2, 0, 0
EnvB3, B, 13, 3, 0, 0
EnvB3, B, 15, 1, 0, 0
EnvB3, B, 15, 2, 0, 0
EnvB3, B, 15, 3, 0, 0
EnvB3, B, 16, 1, 0, 0
EnvB3, B, 16, 2, 0, 0
EnvB3, B, 16, 3, 0, 0
EnvB3, B, 17, 1, 0, 0
EnvB3, B, 17, 2, 0, 0
EnvB3, B, 17, 3, 0, 0
EnvB3, B, 18, 1, 0, 0
EnvB3, B, 18, 2, 0, 0
EnvB2, B, 18, 3, 0, 0
c21, C, 0, 1, 0, NA
c21, C, 0, 2, 0, NA
c21, C, 0, 3, 0, NA
c21, C, 1, 1, 0, 10
c21, C, 1, 2, 0, 10
c21, C, 1, 3, 0, 10
c21, C, 2, 1, 0, 0
c21, C, 2, 2, 0, 0
c21, C, 2, 3, 0, 0
c21, C, 3, 1, 0, 0
c21, C, 3, 2, 0, 0
c21, C, 3, 3, 0, 0
c21, C, 4, 1, 0, 0
c21, C, 4, 2, 0, 0
c21, C, 4, 3, 0, 0
c21, C, 5, 1, 0, 0
c21, C, 5, 2, 0, 0
c21, C, 5, 3, 0, 0
c21, C, 6, 1, 0, 0
c21, C, 6, 2, 0, 0
c21, C, 6, 3, 0, 0
c21, C, 7, 1, 0, 0
c21, C, 7, 2, 0, 0
c21, C, 7, 3, 0, 0
c21, C, 8, 1, 400, NA
c21, C, 8, 2, 300, NA
c21, C, 8, 3, 100, NA
c21, C, 9, 1, 0, 0
c21, C, 9, 2, 0, 0
c21, C, 9, 3, 0, 0
c21, C, 10, 1, 0, 0
c21, C, 10, 2, 0, 0
c21, C, 10, 3, 0, 0
c21, C, 11, 1, 0, 10
c21, C, 11, 2, 0, 10
c21, C, 11, 3, 0, 10
c21, C, 12, 1, 0, 0
c21, C, 12, 2, 0, 0
c21, C, 12, 3, 0, 0
c21, C, 13, 1, 0, 0
c21, C, 13, 2, 0, 0
c21, C, 13, 3, 0, 0
c21, C, 15, 1, 0, 0
c21, C, 15, 2, 0, 0
c21, C, 15, 3, 0, 0
c21, C, 16, 1, 0, 0
c21, C, 16, 2, 0, 0
c21, C, 16, 3, 0, 0
c21, C, 17, 1, 0, NA
c21, C, 17, 2, 100, NA
c21, C, 17, 3, 0, NA
c21, C, 18, 1, 0, NA
c21, C, 18, 2, 100, NA
c21, C, 18, 3, 200, NA
c22, C, 0, 1, 0, NA
c22, C, 0, 2, 0, NA
c22, C, 0, 3, 0, NA
c22, C, 1, 1, 0, 0
c22, C, 1, 2, 0, 0
c22, C, 1, 3, 0, 0
c22, C, 2, 1, 0, 10
c22, C, 2, 2, 0, 10
c22, C, 2, 3, 0, 10
c22, C, 3, 1, 0, 10
c22, C, 3, 2, 0, 10
c22, C, 3, 3, 0, 10
c22, C, 4, 1, 0, 0
c22, C, 4, 2, 0, 0
c22, C, 4, 3, 0, 0
c22, C, 5, 1, 0, 0
c22, C, 5, 2, 0, 0
c22, C, 5, 3, 0, 0
c22, C, 6, 1, 0, 10
c22, C, 6, 2, 0, 10
c22, C, 6, 3, 0, 10
c22, C, 7, 1, 0, 0
c22, C, 7, 2, 0, 0
c22, C, 7, 3, 0, 0
c22, C, 8, 1, 0, 0
c22, C, 8, 2, 0, 0
c22, C, 8, 3, 0, 0
c22, C, 9, 1, 0, 10
c22, C, 9, 2, 0, 10
c22, C, 9, 3, 0, 10
c22, C, 10, 1, 0, 10
c22, C, 10, 2, 0, 10
c22, C, 10, 3, 0, 10
c22, C, 11, 1, 0, 10
c22, C, 11, 2, 0, 10
c22, C, 11, 3, 0, 10
c22, C, 12, 1, 200, NA
c22, C, 12, 2, 0, NA
c22, C, 12, 3, 200, NA
c22, C, 13, 1, 0, NA
c22, C, 13, 2, 0, NA
c22, C, 13, 3, 100, NA
c22, C, 15, 1, 0, 10
c22, C, 15, 2, 0, 10
c22, C, 15, 3, 0, 10
c22, C, 16, 1, 0, NA
c22, C, 16, 2, 0, NA
c22, C, 16, 3, 200, NA
c22, C, 17, 1, 2300, NA
c22, C, 17, 2, 1300, NA
c22, C, 17, 3, 1200, NA
c22, C, 18, 1, 3900, NA
c22, C, 18, 2, 3800, NA
c22, C, 18, 3, 3100, NA
c23, C, 0, 1, 0, NA
c23, C, 0, 2, 0, NA
c23, C, 0, 3, 0, NA
c23, C, 1, 1, 0, 0
c23, C, 1, 2, 0, 0
c23, C, 1, 3, 0, 0
c23, C, 2, 1, 0, 0
c23, C, 2, 2, 0, 0
c23, C, 2, 3, 0, 0
c23, C, 3, 1, 0, 0
c23, C, 3, 2, 0, 0
c23, C, 3, 3, 0, 0
c23, C, 4, 1, 0, 0
c23, C, 4, 2, 0, 0
c23, C, 4, 3, 0, 0
c23, C, 5, 1, 0, 0
c23, C, 5, 2, 0, 0
c23, C, 5, 3, 0, 0
c23, C, 6, 1, 0, 0
c23, C, 6, 2, 0, 0
c23, C, 6, 3, 0, 0
c23, C, 7, 1, 0, 0
c23, C, 7, 2, 0, 0
c23, C, 7, 3, 0, 0
c23, C, 8, 1, 0, 0
c23, C, 8, 2, 0, 0
c23, C, 8, 3, 0, 0
c23, C, 9, 1, 0, 0
c23, C, 9, 2, 0, 0
c23, C, 9, 3, 0, 0
c23, C, 10, 1, 0, 0
c23, C, 10, 2, 0, 0
c23, C, 10, 3, 0, 0
c23, C, 11, 1, 0, 0
c23, C, 11, 2, 0, 0
c23, C, 11, 3, 0, 0
c23, C, 12, 1, 300, NA
c23, C, 12, 2, 0, NA
c23, C, 12, 3, 100, NA
c23, C, 13, 1, 0, NA
c23, C, 13, 2, 100, NA
c23, C, 13, 3, 0, NA
c23, C, 15, 1, 300, NA
c23, C, 15, 2, 0, NA
c23, C, 15, 3, 100, NA
c23, C, 16, 1, 0, 0
c23, C, 16, 2, 0, 0
c23, C, 16, 3, 0, 0
c23, C, 17, 1, 4000, NA
c23, C, 17, 2, 6400, NA
c23, C, 17, 3, 5200, NA
c23, C, 18, 1, 212000, NA
c23, C, 18, 2, 211000, NA
c23, C, 18, 3, 224000, NA
c24, C, 0, 1, 0, NA
c24, C, 0, 2, 0, NA
c24, C, 0, 3, 0, NA
c24, C, 1, 1, 0, 0
c24, C, 1, 2, 0, 0
c24, C, 1, 3, 0, 0
c24, C, 2, 1, 0, 0
c24, C, 2, 2, 0, 0
c24, C, 2, 3, 0, 0
c24, C, 3, 1, 0, 10
c24, C, 3, 2, 0, 10
c24, C, 3, 3, 0, 10
c24, C, 4, 1, 100, NA
c24, C, 4, 2, 100, NA
c24, C, 4, 3, 0, NA
c24, C, 5, 1, 0, 10
c24, C, 5, 2, 0, 10
c24, C, 5, 3, 0, 10
c24, C, 6, 1, 5500, NA
c24, C, 6, 2, 5800, NA
c24, C, 6, 3, 5000, NA
c24, C, 7, 1, 36000, NA
c24, C, 7, 2, 27000, NA
c24, C, 7, 3, 33000, NA
c24, C, 8, 1, 17000, NA
c24, C, 8, 2, 24000, NA
c24, C, 8, 3, 14000, NA
c24, C, 9, 1, 43000, NA
c24, C, 9, 2, 50000, NA
c24, C, 9, 3, 49000, NA
c24, C, 10, 1, 275000, NA
c24, C, 10, 2, 298000, NA
c24, C, 10, 3, 297000, NA
c24, C, 11, 1, 80000, NA
c24, C, 11, 2, 50000, NA
c24, C, 11, 3, 50000, NA
c24, C, 12, 1, 128000, NA
c24, C, 12, 2, 118000, NA
c24, C, 12, 3, 121000, NA
c24, C, 13, 1, 20000, NA
c24, C, 13, 2, 10000, NA
c24, C, 13, 3, 20000, NA
c24, C, 15, 1, 301000, NA
c24, C, 15, 2, 279000, NA
c24, C, 15, 3, 403000, NA
c24, C, 16, 1, 20000, NA
c24, C, 16, 2, 0, NA
c24, C, 16, 3, 10000, NA
c24, C, 17, 1, 1000, NA
c24, C, 17, 2, 2000, NA
c24, C, 17, 3, 0, NA
c24, C, 18, 1, 0, NA
c24, C, 18, 2, 100, NA
c24, C, 18, 3, 500, NA
c25, C, 0, 1, 0, NA
c25, C, 0, 2, 0, NA
c25, C, 0, 3, 0, NA
c25, C, 1, 1, 0, 10
c25, C, 1, 2, 0, 10
c25, C, 1, 3, 0, 10
c25, C, 2, 1, 0, 0
c25, C, 2, 2, 0, 0
c25, C, 2, 3, 0, 0
c25, C, 3, 1, 100, NA
c25, C, 3, 2, 0, NA
c25, C, 3, 3, 0, NA
c25, C, 4, 1, 0, 0
c25, C, 4, 2, 0, 0
c25, C, 4, 3, 0, 0
c25, C, 5, 1, 0, 10
c25, C, 5, 2, 0, 10
c25, C, 5, 3, 0, 10
c25, C, 6, 1, 0, 0
c25, C, 6, 2, 0, 0
c25, C, 6, 3, 0, 0
c25, C, 7, 1, 0, 0
c25, C, 7, 2, 0, 0
c25, C, 7, 3, 0, 0
c25, C, 8, 1, 0, 0
c25, C, 8, 2, 0, 0
c25, C, 8, 3, 0, 0
c25, C, 9, 1, 0, 0
c25, C, 9, 2, 0, 0
c25, C, 9, 3, 0, 0
c25, C, 10, 1, 0, 10
c25, C, 10, 2, 0, 10
c25, C, 10, 3, 0, 10
c25, C, 11, 1, 0, NA
c25, C, 11, 2, 100, NA
c25, C, 11, 3, 0, NA
c25, C, 12, 1, 200, NA
c25, C, 12, 2, 0, NA
c25, C, 12, 3, 0, NA
c25, C, 13, 1, 0, NA
c25, C, 13, 2, 0, NA
c25, C, 13, 3, 300, NA
c25, C, 15, 1, 82400, NA
c25, C, 15, 2, 92800, NA
c25, C, 15, 3, 88800, NA
c25, C, 16, 1, 110000, NA
c25, C, 16, 2, 90000, NA
c25, C, 16, 3, 20000, NA
c25, C, 17, 1, 1000, NA
c25, C, 17, 2, 3000, NA
c25, C, 17, 3, 2000, NA
c25, C, 18, 1, 35500, NA
c25, C, 18, 2, 30300, NA
c25, C, 18, 3, 32900, NA
EnvC2, C, 0, 1, 0, NA
EnvC2, C, 0, 2, 0, NA
EnvC2, C, 0, 3, 0, NA
EnvC2, C, 1, 1, 870000, NA
EnvC2, C, 1, 2, 940000, NA
EnvC2, C, 1, 3, 930000, NA
EnvC2, C, 2, 1, 370000, NA
EnvC2, C, 2, 2, 270000, NA
EnvC2, C, 2, 3, 290000, NA
EnvC2, C, 3, 1, 3000, NA
EnvC2, C, 3, 2, 11000, NA
EnvC2, C, 3, 3, 5000, NA
EnvC2, C, 4, 1, 47000, NA
EnvC2, C, 4, 2, 45000, NA
EnvC2, C, 4, 3, 46000, NA
EnvC2, C, 5, 1, 52000, NA
EnvC2, C, 5, 2, 53000, NA
EnvC2, C, 5, 3, 48000, NA
EnvC2, C, 6, 1, 21000, NA
